label,tweet
takut,idm my masa saya  tadi ketemu teman  sd yang  pas sd ngejar saya  dan kasih  surat tiap minggunya asdfghjkl sangat  tidak tahu kenapa merasa  takut saya  v hadeuh jaman sd ngerti apa coba v
sedih,username dari tadi pagi saya tidak bisa masuk webnya jadwalnya saya dari jam  tapi masuk webnya saja  tidak  bisa connection internet saya lancar padahal solusinya url
cinta,untukku saat pasangan bisa diajak bicara tentang banyak hal dan mengerti serta memaklumi satu sama lain tanpa adanya hal hal tersembunyi adalah definisi romantis versiku
cinta,sama seperti seorang putri mencium katak untuk merubahnya menjadi pmarahan tampan saya mencium bantal seriap malam sebelum tidur dan berharap itu akan benarbenar berubah jadi kamu saya cinta kamu tidak d
marah,hampir tiap hari mbak kos suka ributin  itu kamu dua bodigardnya vela yang  sukanya muterin halaman kost    mon maaf ini  ya mbak teman  saya memang  tidak ada tahu dirinya muterin halaman kos dengan  suara motor gede hampir tiap hari
takut,gilasih beberapa  hari yang  lalu saya liat truk gede yang  diisi sama   orang teman  saya bilang  kalau  truk yang  diisi sama   orang itu tengahnya mayat asli merinding sangat  mana itu pas maghrib dan saya sendirian coy seram  abis
sedih,username username username username username username username butuh tempat yang  nyaman agar supaya betah dan tidak  berpaling
cinta,sungguh memang indahnya ciptaan sang tuhan sampai saya begitu sangat terpesona melihat garis senyum manismu sayang
senang,bersiap memberantaskemiskinan bersama bos andalan saya dulu di gm bu amel santosodebora kreasitiadahenti semuademibeas motorcycle kustomkulture
marah,username maaf ini  min paket saya kenapa lama sangat  ya padahal  saya  butuh sekali  ini karena  saya  ngejar keberangkatan dari  kemarin sudah sampai  gempol kenapa ko lama padahal  saya  di pasuruan kota
cinta,username yuta saya sayang yuta saya ingin ketemu yuta lagi saya kangen pokoknya yuta yang  bisa bikin saya beli stuff stuff tentang  dia sama nonton konser soalnya wkwkwkwkwkw
cinta,bukannya kalau  cowok  suka atau serius sama cewek  itu dia bakal nunjukin usahanya demi apa yang disukai cewenya ya apalagi berusaha jadi apa yang disukai orangtua cewenya hehe
senang,dengan melihat langsung blusukan presiden jokowi saya bisa simpulkan bahwa ini bukan pencitraan tetapi merupakan kerja seorang pemimpin dalam mengayomi rakyatnya jokowisekalilagi
cinta,cantik username langsung tidur ya kamu balesin mentabnya besok lagi yang minta peje kasih saja  coki coki saya sayang kamu baby
sedih,username anak tetangga main mercon dari sore sampai malam  jedar jedor suaranya mau dimarahin tapi masih anak yaudah istighfar saja  mercon yang mendekatkanku padanya
cinta,username huhu gemesssss bangeeeettt sesayang ini saya sama mereka astagaaaaaahhh tidak ngerti ini gueeeee belum  ada pengumuman pasti kapan liburnya huhuhu
sedih,yang repot itu  kalau  sekedar baca tanpa dimengertinahh disitu timbul kesalahan bukan pemahaman selektif terhadap argument ndakk papa selagi nalar tetap  pada jalur bukan keluar jalurkalo sudah keluar jalur itu  pelanggaran celotehreceh
cinta,selamat subuh untuk jiwa yang sedang merasakan teduh keluarlah ke suatu titik yang jika ketik kamu berada pada titik itu kamu merasa saya ada pada hatimu
sedih,username oh iya selamat tinggal deh  wey jadi sekalian nih  kalau  belum  mapan jangan kawin  kalau  mau hidup enak belajar manage duit yang  benar  pesan ini disampaikan oleh pria th beranak  brb kill myself
cinta,username meskipun syarat ke dua adalah budak cinta baejin tapi ku sayang wanna one siapapun membernya dan berjanji tidak pernah akan membuang barang barang apapun tentang wanna one url
marah,ada seseorang merasa pancasila tapi anti politik wong kita ini hidup di negara demokrasi yang  menggunakan sistem politik makanya para politikus cepat mengertilah bahwa tingkat apatisme masyarakat kita terhadap politik itu kian meninggi jangan terus berkorupsi dan ingkar janji
takut,dan yang ditakutkan para mahasiswi ini adalah rasa aman pada bilang agak waswas kalau  ada suami nya  anak lakilaki tuan rumah takut di apain wkwkwk
senang,happyjendeukieday happy birthday yang katanya mirip saya semoga makin cantik dan sayang eonnie yhaa i cinta yu
senang,saya  tidak tahu kalau  tweet ini akan banyak yang  support tapi mau bilang makasih dan semua member bangtan pantes buat di sayaang army sayang bangtan kan jangan terpecah belah ya harus kuat dan sayang semuanya saling memaafkan sesama army jangan sampai sesama army malah saling benci
cinta,awal kami tidak saling kenal tidak ada hubungan saudara namun di sini kami dari tidak kenal dan bertemu menjadi saudara dalam satu keluarga baru inilah kenapa saya makin cinta nasa
cinta,sayang akuuuu sudah gede sekali  sih kamuuuu tidak berasa ya perasaan baru kemarin lahir sekarang  sudah gede saja  bawel sekali  lagi
sedih,namun kuakui jika tebakan pak seno dan ibu tuti pagi itu betul terkait keikhlasan kami kami belum ikhlas coba kalian pikirkan apa yang  kalian abaikan dari sikap kalian yang  belum juga ikhlas ini kami diam
marah,teman  pernah beli hp online dari  batam setelah  di trf terus dihubungi pihak bea cukai bahwa  hpnya tidak bisa keluar karena  dibilang bm katanya kalau  tidak bayar sampai  jam  sore bakal dipolisikan eh benar  di trf sama teman  ternyata sama modus penipuan karena  barangnya tidak sampai url
sedih,mencoba romantisbiar dikata lagi  ldr tapi anjir naik motor  jam tak henti dengan kecepatan berapa  dahh wkwkwk  jam itu sama saja seperti bolakbalik rumahunj sebanyak kali tanpa istirahat url
marah,username  harga sepatu saja  jt gimana mau bicara rakyat miskin harga sepatu   jt itu   x rata umr bulan  rakyat  masih mau bicara  kemiskinan rakyat
sedih,daun yang jatuh tak pernah membenci angin dia membiarkan dirinya jatuh begitu saja tak melawan mengikhlaskan semuanya bahwa hidup harus menerima penerimaan yang indah
takut,gimana caranya menghadapi  dosen yang dichat terus ngeread saja  padahal responnya penting sekali  buat saya saya bingung mau ngapain takut salah langkah
senang,selalu ku syukuri sampai detik ini dengan segala apa yang telah kita lewati bersama ada pahit  manis asamnya cerita memang awal  adalah step terbaik di hidupku semoga selalu dan selamanya amin
takut,mu kalian mandang orang yang  jerawatan gimana sih saya abis beberapa  kali tes univ selalu berakhir tidak bicara  sama  siapa siapa soalnya saya takut mereka tidak nyaman sama jerawatku saya mau punya teman  tapi pikiranku selalu begini tolong  sarannya ya
sedih,username mungkin sampaikan kepada gubernur jakarta dulu supaya trotoar untuk  pejalan kaki dirapikan dulu bukan dijadikan tempat untuk  berdagang saya sering jalan kaki di sepanjang satrio tapi pedestrian sungguh kurang nyaman
sedih,username saya iri sama elu yang bisa menunjukkan rasa sayang dengan tindakan apalah saya yang cuma bisa diam tapi tidak tahu mau ngapain untuk nunjukin rasa sayang saya ke mereke hehe 
marah,calonpenghunineraka ini serius buat elu semua para player troll player toxic player noob terutama di game vainglory elu tidak saya maafin jancok neraka bangsaaaaat
cinta,cinta itu hebat bahkan lebih hebat dari dunia perkawinan itu doa adalah bagian penuturan cinta pada sebuah citacita yang belum kita capai
sedih,main saja  dari  maghrib sampai subuh juga bodo amat tapi jangan lupa setelah kosongin jadwal harus konsisten lagi  bicara  saja  gampang ya laks ngelakuinnya susah memang  makanya coba saja  awalnya susah nanti  juga kalau  sudah kebiasaan ketagihan
cinta,cinta of my life my first son my spirit my reason to face the world besok anak mama mulei sekolah lagi  di tempat yang  baru pengalamam baru petualangan baru teman baru miss yang  baru
takut,serius saya takut jadi botak gara rontok parah pas saya potong rambut di salon saja  mbambanya suruh  saya periksa ke dokter takutnya ada apa soalnya ini rontok sudah parah sekali  akarnya sudah tidak kuat
senang,dan pda akhrnya suaminya mmng bertobat kembali sama dia dan berani bersaksi tntng masa kelamnya luar biasa mmng kesabaran istrnya bisa sj dia langsung  main cerai atau  mmbalas prbuatan suaminya
takut,liat abang saya  digituin jadi tidak mau punya teman  nanti pas kuliah  padahal  niatnya mau perbanyak  teman  tapi sekarang jadi takut sekali  benar  takut 
senang,aya sudah rapi belum  rambutnya abis bangun tidur nih cantik ya mantul sudah febby nathania elvarette teman terkebo url
senang,sunda kelapa alhamdulillah abis tarawih di masjid agung sunda kelapa nikmat sekali  rekaat tapi nikmat karena bacaan imamnya mantap ini masjid persembahan gubernur ali sadinin untuk  masyarakat jakarta yuk coba tarawih di sini pak gub username dan pak wagub username url
sedih,ini yang  kakek nenek saya ingin stop dari keluarga saya bukan pelit menurut mereka tradisi macem nyebar uang nyawer thr dan sejenisnya ini merendahkan martabat manusia si penerimanya
sedih,jenuh tidak bisa konsentrasi  perlu sesuatu yang  bisa bikin jadi terarah lagi apa ya
takut,lebih menyeramkan kalau  punya grup saya keluarga yang  isinya sharing hadist  ayat alquran dan grup saya lingkungan paroki gereja seram  kalau  salah reply
cinta,lalu bagaimana dengan papa mungkin karena mama lebih sering menelpon untuk menanyakan keadaanmu setiap hari tapi tahukah kamu ternyata papa lah yang mengingatkan mama untuk menelpon
cinta,hijab adalah tanda bukti kasih sayang allah swt kepada wanita allah swt menciptakan wanita dengan keindahan yang sangat sempurna semua tergantung kepada kita sebagai wanita mahu menjaga keindahan yang allah beri atau menghancurkan keindahannya url
cinta,cinta yang sebenarnya cinta adalah ketika sayyidina ali karromallahu wajhah tidur menggantikan rasulullah
marah,niat hati mau regis sim card sudah selesai masukin nomor nik eh malah ada nomor kakak mana saya tahu lah goblok memang  kakak saya yang megang memang  saya yang nyimpen kenapa juga harus kakak
senang,next ke kehidupan keluarga ario bayu aka komandan tim alpha yang  ganteng berkacamata hitam dan viral di medsos itu ya keluarga yang  cukup bahagia with a little daddy girl
cinta,bahagiaku bersamamu ditiap detik ku ku selalu mengingatmu entah kenapa dibayanganku selalu ada muncul wajah indahmu sayang ku merindukanmu sayang  cinta you hadad sayang malam hadad sayang
senang,banyak tl yang membahas kuota away kemarin dan tiba saya ke ingget waktu away ini sebenarnya nga ada kuota buat solo tapi nekat saja  berangkat dan sesampai disini banyak juga yang berangkat  mungkin lebih asik tanpa kuota dari pada di kasih kuota cuma sedikit muga cepat ricuh  url
sedih,am kita saling sayang dan saya sudah coba nyatain kekamu tapi kamu tetap tidak peduli saya disini masih suka tunggu  kamu tidak tahu sampai kapan lagi
takut,username sebaiknya baca doa terus karena kalau  sudah mimpi begitu  katanya katanya itu jinnya suka sama kamu hehe seram  ya saya juga takut wkwk
senang,yang  pernah atau sedang ngejalanin usaha pasti tahu lika liku keunikan konsumen prinsip saya selama bisa saya penuhin permintaannya i will do it walaupun bagi saya  aneh
sedih,jadi agustus itu  jadwal pulang karena teman menikah  agenda jalan bareng sama rekan kantor dua pilihan yang samasama ingin ikut tapi gimanaaaaaaaaa padahal jarang sekali  saya temu  waktu pas dan hati mau ikut
takut,username jujur iya saya takut soalnya saya takut keciduk pas naikturun dari mobil di suatu tempat  om saya driver ojol takutnya beliau liat 
senang,tema photo ini adalah putri popok sedang tidur siang hahahaha halo semua nya akhirnya photo kimora username baru bisa posting setelah  bulan kimora lahir mohon doanya ya terima kasih
senang,kadang rezeki kalau diitung bakal selalu  ada saja  yang  kurang apalagi kalau mau investasi sosial pasti pjg daftar pertimbangan rasionalnya tapi kembali lagi semua berawal dari niat lagipula memberi sesuatu kepada  sesama juga dianjurkan sama  rasulullah
sedih,sudah  lah ahok di buiistri dikangkangi orang tujuh tahun sekarang  malah kjatuhan pohon plastik pula kasihan  nasibnya
senang,sebab itu mendoakan negeri ini lebih kudulukan ketimbang untuk diri sendiri sebab laeeen karena saya masih punya ibu yang  saya lebih percaya doanya untukku lebih makbul ketimbang doaku sendiri untuk diriku sendiri wkwkwk jidatmunaaaay
marah,saya pelajari dari  akun ig yang  kerap memposting foto seronok dari yang  wajar mpe yang  vulgar dan saya perhatiin seringkali si pemilik akun cuek dengan  banyak  nya kata dan kalimat jorok akhirnya muncul justifikasi bahwasanya nglakuin hal semacam itu cat calling di dunia nyata adalah  wajar
takut,maha dahsyah allah yang menciptakan mimpi dengan begitu detailnya hinggal waktu dan tanggal terlihat detak jantung terasa hingga terbangun lalu merasa ketakutan yang  berasal dari mimpi tersebut
takut,saya bilang  ke bude saya bahwa saya sangat takut lalu diusirlah kucing itu dan di luar rumah sepupu saya sudah siap menggendong si kucing saya hanya bisa nganga dan membatin yaallah semoga masa depanku tidak harus  berhubungan dengan  kucing
cinta,haji adalah puncak dan penyempurna keislaman kita rab pantaskan diriku menyambut panggilanmu has  asrama haji pondok gede url
takut,jadi takut saya sering foto anak tapi tidak pakai flash  blits kok karena sadar bisa bahaya kalau kena cahaya langsung matanya tapi mama  kurangi saja  fotonya ya anak
sedih,saya lebih fokus ke dia daripada kehidupan saya sendiri in the end dia memiliki kekasih lain saya tidak menyalahan dia mungkin saya lagi di titik bawah hidup initerus buat kalian para cewek never ever say apa saya minta tidak  kan
sedih, kejadiannya baru sekali  tadi pulang nongkrong di stasiun manggarai jam an masih lumayan ramai  teman  saya cewek pas lagi di tangga desakdesakan pantatnya dipegang cowok dia ngadu ke saya
senang,lovelaws  tt  tidak paham saya sama mbak gitaris warpaint satu ini keren sekali  saya dengar  album ini mirip  exposing her romantic side nya begitu  tapi jir berhasil sekali  vibe nya fierce tapi vurnerable  seducing at the same time saya paling suka lagu cinta leaks sama  ive been fine url
marah,i swear you yang kalau  ngechat kokohiko terus ku balas secepat kilat tapi tidak dibales lagi kesal boleh kan yak yak kalau  dichat begitu  pikiran sudah kemana dapaya penting tidak ini terus ngilang kan iko sugus jadi sebal 
cinta,yah namanya juga cinta ada waktu cinta sekali  cinta saja  lumayan cinta agak cinta tapi tidak mau pisah yah namanya juga cinta siapa yang bisa ngeplanning besok mau kasih  cinta berapa persen ke doi
cinta,yaudah pokoknya makasih kamu sudah mau pilih saya jadi kapel kamu makasih sudah percayasayang dan sabar sama  saya saya sayang sama kamu semoga kita langgeng sampai tanggal  di bulan berikutnya  seterusnya yaa maaf saya belum  bisa jadi apa yang kamu idamkan but ill try it
sedih,bergantung financial dengan  suami terkdg mmbuat saya berfikir jauh buat kedepan karena  tidak slmanya saya hdup sama  dia tidak slmanya dia punya  duit persiapan buat anak  sekolah nanti  karena  pst biaya tambah  membengkak giliran ingin  kerja  tidak di ijinin saya tidak ngrti kudu bagaimana  kalau kya gini
